,annee,pays,league,lien
21834,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575831/live/italie-serie-a-2021-2022-atalanta-ac-milan
21835,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575822/live/italie-serie-a-2021-2022-bologna-genoa
21836,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575821/live/italie-serie-a-2021-2022-atalanta-sassuolo
21837,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575824/live/italie-serie-a-2021-2022-fiorentina-inter
21838,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575827/live/italie-serie-a-2021-2022-salernitana-verona
21839,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575829/live/italie-serie-a-2021-2022-spezia-juventus
21840,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575825/live/italie-serie-a-2021-2022-ac-milan-venezia
21841,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575823/live/italie-serie-a-2021-2022-cagliari-empoli
21842,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575828/live/italie-serie-a-2021-2022-sampdoria-napoli
21843,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575830/live/italie-serie-a-2021-2022-torino-lazio
21844,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575826/live/italie-serie-a-2021-2022-roma-udinese
21845,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575847/live/italie-serie-a-2021-2022-spezia-ac-milan
21846,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575843/live/italie-serie-a-2021-2022-inter-atalanta
21847,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575842/live/italie-serie-a-2021-2022-genoa-verona
21848,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575844/live/italie-serie-a-2021-2022-juventus-sampdoria
21849,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575841/live/italie-serie-a-2021-2022-empoli-bologna
21850,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575846/live/italie-serie-a-2021-2022-sassuolo-salernitana
21851,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575848/live/italie-serie-a-2021-2022-udinese-fiorentina
21852,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575845/live/italie-serie-a-2021-2022-lazio-roma
21853,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575850/live/italie-serie-a-2021-2022-napoli-cagliari
21854,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575849/live/italie-serie-a-2021-2022-venezia-torino
21855,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575818/live/italie-serie-a-2021-2022-sassuolo-torino
21856,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575812/live/italie-serie-a-2021-2022-genoa-fiorentina
21857,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575814/live/italie-serie-a-2021-2022-inter-bologna
21858,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575817/live/italie-serie-a-2021-2022-salernitana-atalanta
21859,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575811/live/italie-serie-a-2021-2022-empoli-sampdoria
21860,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575820/live/italie-serie-a-2021-2022-venezia-spezia
21861,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575813/live/italie-serie-a-2021-2022-verona-roma
21862,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575816/live/italie-serie-a-2021-2022-lazio-cagliari
21863,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575815/live/italie-serie-a-2021-2022-juventus-ac-milan
21864,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575819/live/italie-serie-a-2021-2022-udinese-napoli
21865,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575804/live/italie-serie-a-2021-2022-empoli-venezia
21866,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575806/live/italie-serie-a-2021-2022-napoli-juventus
21867,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575801/live/italie-serie-a-2021-2022-atalanta-fiorentina
21868,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575808/live/italie-serie-a-2021-2022-sampdoria-inter
21869,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575809/live/italie-serie-a-2021-2022-spezia-udinese
21870,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575810/live/italie-serie-a-2021-2022-torino-salernitana
21871,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575803/live/italie-serie-a-2021-2022-cagliari-genoa
21872,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575805/live/italie-serie-a-2021-2022-ac-milan-lazio
21873,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575807/live/italie-serie-a-2021-2022-roma-sassuolo
21874,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575802/live/italie-serie-a-2021-2022-bologna-verona
21875,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575800/live/italie-serie-a-2021-2022-udinese-venezia
21876,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575794/live/italie-serie-a-2021-2022-verona-inter
21877,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575796/live/italie-serie-a-2021-2022-lazio-spezia
21878,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575791/live/italie-serie-a-2021-2022-atalanta-bologna
21879,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575792/live/italie-serie-a-2021-2022-fiorentina-torino
21880,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575795/live/italie-serie-a-2021-2022-juventus-empoli
21881,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575793/live/italie-serie-a-2021-2022-genoa-napoli
21882,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575799/live/italie-serie-a-2021-2022-sassuolo-sampdoria
21883,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575797/live/italie-serie-a-2021-2022-ac-milan-cagliari
21884,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575798/live/italie-serie-a-2021-2022-salernitana-roma
21885,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575784/live/italie-serie-a-2021-2022-verona-sassuolo
21886,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575785/live/italie-serie-a-2021-2022-inter-genoa
21887,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575789/live/italie-serie-a-2021-2022-torino-atalanta
21888,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575783/live/italie-serie-a-2021-2022-empoli-lazio
21889,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575790/live/italie-serie-a-2021-2022-udinese-juventus
21890,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575781/live/italie-serie-a-2021-2022-bologna-salernitana
21891,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575786/live/italie-serie-a-2021-2022-napoli-venezia
21892,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575787/live/italie-serie-a-2021-2022-roma-fiorentina
21893,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575782/live/italie-serie-a-2021-2022-cagliari-spezia
21894,2021/2022,italie,serie a,https://fr.whoscored.com/matches/1575788/live/italie-serie-a-2021-2022-sampdoria-ac-milan
21895,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495630/live/italie-serie-a-2020-2021-lazio-torino
21896,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495691/live/italie-serie-a-2020-2021-sampdoria-parma-calcio-1913
21897,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495686/live/italie-serie-a-2020-2021-crotone-fiorentina
21898,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495687/live/italie-serie-a-2020-2021-cagliari-genoa
21899,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495693/live/italie-serie-a-2020-2021-inter-udinese
21900,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495694/live/italie-serie-a-2020-2021-napoli-verona
21901,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495688/live/italie-serie-a-2020-2021-bologna-juventus
21902,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495689/live/italie-serie-a-2020-2021-sassuolo-lazio
21903,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495690/live/italie-serie-a-2020-2021-atalanta-ac-milan
21904,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495692/live/italie-serie-a-2020-2021-spezia-roma
21905,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495685/live/italie-serie-a-2020-2021-torino-benevento
21906,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495493/live/italie-serie-a-2020-2021-napoli-udinese
21907,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495486/live/italie-serie-a-2020-2021-cagliari-fiorentina
21908,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495487/live/italie-serie-a-2020-2021-bologna-genoa
21909,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495488/live/italie-serie-a-2020-2021-sassuolo-juventus
21910,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495489/live/italie-serie-a-2020-2021-torino-ac-milan
21911,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495490/live/italie-serie-a-2020-2021-lazio-parma-calcio-1913
21912,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495491/live/italie-serie-a-2020-2021-inter-roma
21913,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495492/live/italie-serie-a-2020-2021-sampdoria-spezia
21914,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495485/live/italie-serie-a-2020-2021-atalanta-benevento
21915,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495494/live/italie-serie-a-2020-2021-crotone-verona
21916,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495545/live/italie-serie-a-2020-2021-genoa-atalanta
21917,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495554/live/italie-serie-a-2020-2021-spezia-torino
21918,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495549/live/italie-serie-a-2020-2021-juventus-inter
21919,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495550/live/italie-serie-a-2020-2021-roma-lazio
21920,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495551/live/italie-serie-a-2020-2021-fiorentina-napoli
21921,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495552/live/italie-serie-a-2020-2021-udinese-sampdoria
21922,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495548/live/italie-serie-a-2020-2021-benevento-crotone
21923,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495553/live/italie-serie-a-2020-2021-parma-calcio-1913-sassuolo
21924,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495547/live/italie-serie-a-2020-2021-ac-milan-cagliari
21925,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495546/live/italie-serie-a-2020-2021-verona-bologna
21926,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495406/live/italie-serie-a-2020-2021-udinese-bologna
21927,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495411/live/italie-serie-a-2020-2021-spezia-napoli
21928,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495412/live/italie-serie-a-2020-2021-inter-sampdoria
21929,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495409/live/italie-serie-a-2020-2021-fiorentina-lazio
21930,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495413/show/italie-serie-a-2020-2021-genoa-sassuolo/#comments-panel
21931,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495414/live/italie-serie-a-2020-2021-verona-torino
21932,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495407/live/italie-serie-a-2020-2021-benevento-cagliari
21933,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495405/live/italie-serie-a-2020-2021-parma-calcio-1913-atalanta
21934,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495408/live/italie-serie-a-2020-2021-roma-crotone
21935,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495410/live/italie-serie-a-2020-2021-juventus-ac-milan
21936,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495354/live/italie-serie-a-2020-2021-verona-spezia
21937,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495350/live/italie-serie-a-2020-2021-crotone-inter
21938,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495346/live/italie-serie-a-2020-2021-ac-milan-benevento
21939,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495349/live/italie-serie-a-2020-2021-lazio-genoa
21940,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495345/live/italie-serie-a-2020-2021-sassuolo-atalanta
21941,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495347/live/italie-serie-a-2020-2021-napoli-cagliari
21942,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495348/live/italie-serie-a-2020-2021-bologna-fiorentina
21943,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495351/live/italie-serie-a-2020-2021-udinese-juventus
21944,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495353/live/italie-serie-a-2020-2021-sampdoria-roma
21945,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495352/live/italie-serie-a-2020-2021-torino-parma-calcio-1913
21946,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495508/live/italie-serie-a-2020-2021-verona-fiorentina
21947,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495513/live/italie-serie-a-2020-2021-ac-milan-sassuolo
21948,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495514/live/italie-serie-a-2020-2021-bologna-torino
21949,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495511/live/italie-serie-a-2020-2021-juventus-parma-calcio-1913
21950,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495512/live/italie-serie-a-2020-2021-crotone-sampdoria
21951,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495509/live/italie-serie-a-2020-2021-spezia-inter
21952,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495506/live/italie-serie-a-2020-2021-genoa-benevento
21953,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495507/live/italie-serie-a-2020-2021-udinese-cagliari
21954,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495505/live/italie-serie-a-2020-2021-roma-atalanta
21955,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495510/live/italie-serie-a-2020-2021-napoli-lazio
21956,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495672/live/italie-serie-a-2020-2021-genoa-spezia
21957,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495663/live/italie-serie-a-2020-2021-parma-calcio-1913-crotone
21958,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495671/live/italie-serie-a-2020-2021-sassuolo-sampdoria
21959,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495673/live/italie-serie-a-2020-2021-benevento-udinese
21960,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495674/live/italie-serie-a-2020-2021-inter-verona
21961,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495665/live/italie-serie-a-2020-2021-fiorentina-juventus
21962,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495670/live/italie-serie-a-2020-2021-cagliari-roma
21963,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495661/live/italie-serie-a-2020-2021-atalanta-bologna
21964,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495669/live/italie-serie-a-2020-2021-torino-napoli
21965,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495668/live/italie-serie-a-2020-2021-lazio-ac-milan
21966,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495433/live/italie-serie-a-2020-2021-crotone-udinese
21967,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495434/live/italie-serie-a-2020-2021-sampdoria-verona
21968,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495426/live/italie-serie-a-2020-2021-sassuolo-fiorentina
21969,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495430/live/italie-serie-a-2020-2021-cagliari-parma-calcio-1913
21970,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495427/live/italie-serie-a-2020-2021-ac-milan-genoa
21971,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495425/live/italie-serie-a-2020-2021-lazio-benevento
21972,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495429/live/italie-serie-a-2020-2021-atalanta-juventus
21973,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495432/live/italie-serie-a-2020-2021-bologna-spezia
21974,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495431/live/italie-serie-a-2020-2021-torino-roma
21975,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495428/live/italie-serie-a-2020-2021-napoli-inter
21976,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495439/live/italie-serie-a-2020-2021-juventus-napoli
21977,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495615/live/italie-serie-a-2020-2021-inter-sassuolo
21978,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495368/live/italie-serie-a-2020-2021-spezia-crotone
21979,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495371/live/italie-serie-a-2020-2021-parma-calcio-1913-ac-milan
21980,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495374/live/italie-serie-a-2020-2021-udinese-torino
21981,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495367/live/italie-serie-a-2020-2021-inter-cagliari
21982,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495372/live/italie-serie-a-2020-2021-sampdoria-napoli
21983,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495369/live/italie-serie-a-2020-2021-juventus-genoa
21984,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495370/live/italie-serie-a-2020-2021-verona-lazio
21985,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495366/live/italie-serie-a-2020-2021-roma-bologna
21986,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495365/live/italie-serie-a-2020-2021-fiorentina-atalanta
21987,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495373/live/italie-serie-a-2020-2021-benevento-sassuolo
21988,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495633/live/italie-serie-a-2020-2021-ac-milan-sampdoria
21989,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495635/live/italie-serie-a-2020-2021-lazio-spezia
21990,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495637/live/italie-serie-a-2020-2021-atalanta-udinese
21991,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495639/live/italie-serie-a-2020-2021-cagliari-verona
21992,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495621/live/italie-serie-a-2020-2021-napoli-crotone
21993,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495623/live/italie-serie-a-2020-2021-genoa-fiorentina
21994,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495629/live/italie-serie-a-2020-2021-benevento-parma-calcio-1913
21995,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495631/live/italie-serie-a-2020-2021-sassuolo-roma
21996,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495627/live/italie-serie-a-2020-2021-torino-juventus
21997,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495625/live/italie-serie-a-2020-2021-bologna-inter
21998,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495534/live/italie-serie-a-2020-2021-torino-sassuolo
21999,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495607/live/italie-serie-a-2020-2021-parma-calcio-1913-genoa
22000,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495603/live/italie-serie-a-2020-2021-crotone-bologna
22001,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495605/live/italie-serie-a-2020-2021-spezia-cagliari
22002,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495601/live/italie-serie-a-2020-2021-verona-atalanta
22003,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495609/live/italie-serie-a-2020-2021-udinese-lazio
22004,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495617/live/italie-serie-a-2020-2021-sampdoria-torino
22005,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495619/live/italie-serie-a-2020-2021-juventus-benevento
22006,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495611/live/italie-serie-a-2020-2021-fiorentina-ac-milan
22007,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495613/live/italie-serie-a-2020-2021-roma-napoli
22008,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495656/live/italie-serie-a-2020-2021-lazio-crotone
22009,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495595/live/italie-serie-a-2020-2021-atalanta-spezia
22010,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495599/live/italie-serie-a-2020-2021-sassuolo-verona
22011,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495658/live/italie-serie-a-2020-2021-benevento-fiorentina
22012,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495597/live/italie-serie-a-2020-2021-genoa-udinese
22013,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495667/live/italie-serie-a-2020-2021-bologna-sampdoria
22014,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495666/live/italie-serie-a-2020-2021-parma-calcio-1913-roma
22015,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495660/live/italie-serie-a-2020-2021-torino-inter
22016,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495662/live/italie-serie-a-2020-2021-cagliari-juventus
22017,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495664/live/italie-serie-a-2020-2021-ac-milan-napoli
22018,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495628/live/italie-serie-a-2020-2021-juventus-spezia
22019,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495622/live/italie-serie-a-2020-2021-sassuolo-napoli
22020,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495624/live/italie-serie-a-2020-2021-fiorentina-roma
22021,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495626/live/italie-serie-a-2020-2021-genoa-sampdoria
22022,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495616/live/italie-serie-a-2020-2021-cagliari-bologna
22023,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495618/live/italie-serie-a-2020-2021-atalanta-crotone
22024,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495632/live/italie-serie-a-2020-2021-ac-milan-udinese
22025,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495634/live/italie-serie-a-2020-2021-benevento-verona
22026,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495620/live/italie-serie-a-2020-2021-parma-calcio-1913-inter
22027,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495638/live/italie-serie-a-2020-2021-spezia-benevento
22028,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495652/live/italie-serie-a-2020-2021-udinese-sassuolo
22029,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495646/live/italie-serie-a-2020-2021-juventus-lazio
22030,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495644/live/italie-serie-a-2020-2021-roma-genoa
22031,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495648/live/italie-serie-a-2020-2021-verona-ac-milan
22032,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495650/live/italie-serie-a-2020-2021-fiorentina-parma-calcio-1913
22033,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495654/live/italie-serie-a-2020-2021-crotone-torino
22034,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495642/live/italie-serie-a-2020-2021-sampdoria-cagliari
22035,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495640/live/italie-serie-a-2020-2021-napoli-bologna
22036,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495636/live/italie-serie-a-2020-2021-inter-atalanta
22037,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495533/live/italie-serie-a-2020-2021-spezia-parma-calcio-1913
22038,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495531/live/italie-serie-a-2020-2021-bologna-lazio
22039,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495530/live/italie-serie-a-2020-2021-verona-juventus
22040,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495525/live/italie-serie-a-2020-2021-sampdoria-atalanta
22041,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495527/live/italie-serie-a-2020-2021-crotone-cagliari
22042,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495528/live/italie-serie-a-2020-2021-udinese-fiorentina
22043,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495529/live/italie-serie-a-2020-2021-inter-genoa
22044,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495526/live/italie-serie-a-2020-2021-napoli-benevento
22045,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495532/live/italie-serie-a-2020-2021-roma-ac-milan
22046,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495471/live/italie-serie-a-2020-2021-fiorentina-spezia
22047,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495472/live/italie-serie-a-2020-2021-cagliari-torino
22048,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495470/live/italie-serie-a-2020-2021-lazio-sampdoria
22049,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495474/live/italie-serie-a-2020-2021-genoa-verona
22050,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495465/live/italie-serie-a-2020-2021-sassuolo-bologna
22051,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495473/live/italie-serie-a-2020-2021-parma-calcio-1913-udinese
22052,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495467/live/italie-serie-a-2020-2021-ac-milan-inter
22053,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495468/live/italie-serie-a-2020-2021-atalanta-napoli
22054,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495469/live/italie-serie-a-2020-2021-benevento-roma
22055,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495466/live/italie-serie-a-2020-2021-juventus-crotone
22056,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495446/live/italie-serie-a-2020-2021-bologna-benevento
22057,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495448/live/italie-serie-a-2020-2021-torino-genoa
22058,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495449/live/italie-serie-a-2020-2021-napoli-juventus
22059,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495451/live/italie-serie-a-2020-2021-spezia-ac-milan
22060,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495454/live/italie-serie-a-2020-2021-roma-udinese
22061,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495445/live/italie-serie-a-2020-2021-cagliari-atalanta
22062,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495447/live/italie-serie-a-2020-2021-sampdoria-fiorentina
22063,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495453/live/italie-serie-a-2020-2021-crotone-sassuolo
22064,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495450/show/italie-serie-a-2020-2021-inter-lazio/#comments-panel
22065,2020/2021,italie,serie a,https://fr.whoscored.com/matches/1495452/live/italie-serie-a-2020-2021-verona-parma-calcio-1913
