league,journey,season,date,hours,referee,stadium,team1,team2,minutes,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,link
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,3,Seko Fofana, Rennes,0.15,0.00,Non cadrée,11,Pied droit,Reprise de volée,Kazeem Olaigbe,Passe (sur action de jeu),Seko Fofana,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,5,Assane Dioussé, Auxerre,0.01,0.04,Sauvée,30,Pied gauche,Déviée,Gideon Mensah,Passe (sur action de jeu),Ado Onaiwu,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,13,Arnaud Kalimuendo, Rennes,0.10,0.00,Bloquée,18,Pied gauche,,Seko Fofana,Passe (sur action de jeu),Anthony Rouault,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,13,Djaoui Cissé, Rennes,0.03,0.00,Non cadrée,29,Pied gauche,,,,,,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,19,Gaëtan Perrin, Auxerre,0.02,0.00,Bloquée,24,Pied droit,,Han-Noah Massengo,Passe (sur action de jeu),Ado Onaiwu,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,21,Seko Fofana, Rennes,0.03,0.06,Sauvée,19,Pied droit,,Kazeem Olaigbe,Passe (sur ballon arrêté),Lorenz Assignon,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,22,Djaoui Cissé, Rennes,0.03,0.04,Sauvée,25,Pied droit,,Djaoui Cissé,Dribble,Djaoui Cissé,Dribble,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,30,Lassine Sinayoko, Auxerre,0.21,0.00,Bloquée,17,Pied droit,,Assane Dioussé,Passe (sur action de jeu),Jubal,Interception,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,31,Jubal, Auxerre,0.05,0.00,Non cadrée,10,Tête,,Gaëtan Perrin,Passe (sur ballon arrêté),Lassine Sinayoko,Tir,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,37,Jubal, Auxerre,0.02,0.00,Non cadrée,59,Pied droit,Coup franc,Ado Onaiwu,Faute subie,Ki-Jana Hoever,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,39,Sinaly Diomande, Auxerre,0.02,0.07,Sauvée,26,Pied droit,,Ki-Jana Hoever,Passe (sur action de jeu),Gaëtan Perrin,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,41,Arnaud Kalimuendo, Rennes,0.03,0.00,Bloquée,34,Pied droit,Coup franc,Mohamed Meité,Faute subie,Anthony Rouault,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,43,Seko Fofana, Rennes,0.01,0.00,Bloquée,32,Pied droit,,Adrien Truffert,Passe (sur action de jeu),Lilian Brassier,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,44,Lassine Sinayoko, Auxerre,0.12,0.00,Bloquée,7,Tête,,Gaëtan Perrin,Passe (sur ballon arrêté),,,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,45,Mohamed Meité, Rennes,0.07,0.00,Non cadrée,13,Pied droit,,Arnaud Kalimuendo,Passe (sur action de jeu),Mohamed Meité,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,50,Lassine Sinayoko, Auxerre,0.19,0.00,Non cadrée,5,Tête,,Han-Noah Massengo,Passe (sur action de jeu),Gaëtan Perrin,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,53,Arnaud Kalimuendo, Rennes,0.03,0.00,Bloquée,16,Pied droit,,Hans Hateboer,Passe (sur ballon arrêté),Hans Hateboer,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,54,Lorenz Assignon, Rennes,0.44,0.48,Sauvée,10,Pied droit,,Mohamed Meité,Passe (sur action de jeu),Seko Fofana,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,56,Anthony Rouault, Rennes,0.03,0.05,Sauvée,13,Tête,,Adrien Truffert,Passe (sur ballon arrêté),Djaoui Cissé,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,61,Seko Fofana, Rennes,0.04,0.00,Non cadrée,13,Tête,,Adrien Truffert,Passe (sur action de jeu),Kazeem Olaigbe,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,68,Anthony Rouault, Rennes,0.06,0.27,Sauvée,11,Pied droit,Reprise de volée,Adrien Truffert,Passe (sur ballon arrêté),Kazeem Olaigbe,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,70,Arnaud Kalimuendo, Rennes,0.03,0.00,Montants,16,Tête,,Adrien Truffert,Passe (sur action de jeu),Lilian Brassier,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,70,Seko Fofana, Rennes,0.03,0.00,Non cadrée,28,Pied droit,,Mohamed Meité,Passe (sur action de jeu),Mohamed Meité,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,78,Gaëtan Perrin, Auxerre,0.03,0.00,Bloquée,17,Pied gauche,,Gaëtan Perrin,Passe (sur action de jeu),Assane Dioussé,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,87,Jordan James, Rennes,0.03,0.00,Bloquée,28,Pied droit,,Musa Al-Taamari,Passe (sur action de jeu),Lorenz Assignon,Passe (sur action de jeu),https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,88,Florian Ayé, Auxerre,0.06,0.00,Bloquée,19,Pied gauche,,,,,,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,89,Jubal, Auxerre,0.10,0.84,But,5,Tête,,Gaëtan Perrin,Passe (sur ballon arrêté),Florian Ayé,Tir,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,3,Vincent Sierro, Toulouse,0.04,0.00,Non cadrée,11,Tête,,Frank Magri,Faute subie,Aron Dønnum,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,16,Adrien Rabiot, Marseille,0.01,0.00,Non cadrée,24,Pied gauche,,Luis Henrique,Passe (sur action de jeu),Geoffrey Kondogbia,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,20,Frank Magri, Toulouse,0.11,0.00,Non cadrée,25,Pied droit,,Vincent Sierro,Passe (sur action de jeu),Cristian Cásseres Jr.,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,24,Quentin Merlin, Marseille,0.14,0.00,Bloquée,8,Tête,,Geoffrey Kondogbia,Passe (sur action de jeu),Adrien Rabiot,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,28,Frank Magri, Toulouse,0.35,0.43,But,8,Tête,,Gabriel Suazo,Passe (sur action de jeu),Yann Gboho,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,36,Quentin Merlin, Marseille,0.03,0.16,Sauvée,20,Pied gauche,,Geoffrey Kondogbia,Passe (sur action de jeu),Adrien Rabiot,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,36,Neal Maupay, Marseille,0.39,0.00,Non cadrée,9,Tête,,Quentin Merlin,Tir,,,https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,38,Shavy Babicka, Toulouse,0.43,0.46,Sauvée,18,Pied droit,,Yann Gboho,Passe (sur action de jeu),Gabriel Suazo,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,40,Mason Greenwood, Marseille,0.04,0.00,Bloquée,21,Pied gauche,,Ismaël Bennacer,Passe (sur action de jeu),Quentin Merlin,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,57,Mason Greenwood, Marseille,0.02,0.29,But,25,Pied droit,,Ismaël Bennacer,Passe (sur ballon arrêté),Valentin Rongier,Faute subie,https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,59,Aron Dønnum, Toulouse,0.05,0.00,Non cadrée,16,Pied gauche,,Charlie Cresswell,Passe (sur action de jeu),Vincent Sierro,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,60,Vincent Sierro, Toulouse,0.02,0.00,Non cadrée,25,Pied gauche,,Yann Gboho,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,64,Adrien Rabiot, Marseille,0.08,0.09,But,16,Pied gauche,Reprise de volée,Jon Rowe,Passe (sur action de jeu),Quentin Merlin,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,76,Vincent Sierro, Toulouse,0.22,0.86,But,12,Pied gauche,Reprise de volée,Cristian Cásseres Jr.,Passe (sur ballon arrêté),Shavy Babicka,Faute subie,https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,80,Vincent Sierro, Toulouse,0.06,0.00,Non cadrée,24,Pied gauche,,Noah Edjouma,Passe (sur action de jeu),Aron Dønnum,Passe (sur action de jeu),https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,87,Luis Henrique, Marseille,0.28,0.00,Non cadrée,9,Pied droit,,Mason Greenwood,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,20:45,Jérémie Pignard,Orange Vélodrome,Marseille,Toulouse,90+3,Jon Rowe, Marseille,0.06,0.13,Sauvée,14,Pied droit,,,,,,https://fbref.com/fr/matchs/37a1d2be/Marseille-Toulouse-6-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,5,Kyllian Antonio, Lens,0.05,0.00,Non cadrée,18,Pied gauche,,Adrien Thomasson,Passe (sur action de jeu),Anass Zaroury,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,6,Junya Ito, Reims,0.03,0.00,Bloquée,28,Pied droit,,Keito Nakamura,Passe (sur action de jeu),Junya Ito,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,7,Andy Diouf, Lens,0.15,0.00,Bloquée,16,Pied gauche,,Andy Diouf,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,10,Goduine Koyalipou, Lens,0.10,0.23,Sauvée,13,Pied gauche,,Florian Sotoca,Passe (sur action de jeu),Facundo Medina,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,20,Goduine Koyalipou, Lens,0.02,0.04,Sauvée,25,Pied gauche,,Goduine Koyalipou,Dribble,Florian Sotoca,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,22,Jordan Pefok, Reims,0.23,0.00,Non cadrée,5,Tête,,Junya Ito,Passe (sur ballon arrêté),Keito Nakamura,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,29,Valentin Atangana Edoa, Reims,0.12,0.00,Bloquée,17,Pied droit,,Junya Ito,Passe (sur action de jeu),Keito Nakamura,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,29,Junya Ito, Reims,0.03,0.00,Non cadrée,19,Pied droit,,Valentin Atangana Edoa,Tir,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,29,Aurélio Buta, Reims,0.07,0.00,Non cadrée,12,Pied droit,,Junya Ito,Tir,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,30,Keito Nakamura, Reims,0.05,0.00,Non cadrée,18,Pied droit,,Junya Ito,Passe (sur action de jeu),Amadou Koné,Tacle,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,33,Keito Nakamura, Reims,0.53,0.63,But,9,Pied droit,,Sergio Akieme,Passe (sur action de jeu),Mory Gbane,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,37,Jonathan Gradit, Lens,0.02,0.00,Non cadrée,24,Pied droit,Reprise de volée,Facundo Medina,Passe (sur action de jeu),Anass Zaroury,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,38,Anass Zaroury, Lens,0.04,0.00,Non cadrée,17,Pied droit,,Kyllian Antonio,Passe (sur action de jeu),Florian Sotoca,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,43,Adrien Thomasson, Lens,0.01,0.00,Bloquée,31,Pied droit,,Andy Diouf,Passe (sur action de jeu),Facundo Medina,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,45,Goduine Koyalipou, Lens,0.27,0.39,Sauvée,3,Pied droit,,Angelo Fulgini,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,45,Florian Sotoca, Lens,0.06,0.38,Sauvée,11,Tête,Déviée,Anass Zaroury,Passe (sur action de jeu),Angelo Fulgini,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,45+2,Facundo Medina, Lens,0.04,0.00,Bloquée,11,Pied gauche,,Jonathan Gradit,Passe (sur action de jeu),Facundo Medina,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,45+4,Andy Diouf, Lens,0.07,0.00,Bloquée,22,Pied gauche,,Andy Diouf,Dribble,Andy Diouf,Dribble,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,45+5,Adrien Thomasson, Lens,0.04,0.13,Sauvée,21,Pied droit,,Angelo Fulgini,Passe (sur action de jeu),Andy Diouf,Tir,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,45+6,Facundo Medina, Lens,0.01,0.00,Bloquée,15,Pied gauche,Reprise de volée,Anass Zaroury,Passe (sur ballon arrêté),Florian Sotoca,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,46,Florian Sotoca, Lens,0.20,0.00,Bloquée,14,Pied gauche,,Adrien Thomasson,Passe (sur action de jeu),Tom Pouilly,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,46,Anass Zaroury, Lens,0.03,0.00,Bloquée,16,Pied droit,,Florian Sotoca,Tir,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,47,Goduine Koyalipou, Lens,0.61,0.42,Sauvée,5,Tête,,Angelo Fulgini,Passe (sur action de jeu),Anass Zaroury,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,47,Goduine Koyalipou, Lens,0.43,0.00,Non cadrée,4,Pied gauche,Reprise de volée,Goduine Koyalipou,Tir,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,52,Florian Sotoca, Lens,0.18,0.79,Sauvée,9,Tête,,Jonathan Gradit,Passe (sur action de jeu),Florian Sotoca,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,52,Florian Sotoca, Lens,0.06,0.00,Montants,15,Pied droit,,Angelo Fulgini,Passe (sur action de jeu),Tom Pouilly,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,55,Anass Zaroury, Lens,0.02,0.02,Sauvée,27,Pied droit,,Angelo Fulgini,Passe (sur action de jeu),Anass Zaroury,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,56,Goduine Koyalipou, Lens,0.01,0.04,Sauvée,19,Pied droit,,Facundo Medina,Passe (sur action de jeu),Malang Sarr,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,57,Angelo Fulgini, Lens,0.03,0.00,Non cadrée,28,Pied droit,,Goduine Koyalipou,Passe (sur action de jeu),Tom Pouilly,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,58,Andy Diouf, Lens,0.04,0.00,Non cadrée,14,Pied gauche,,Facundo Medina,Passe (sur action de jeu),Anass Zaroury,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,65,Malang Sarr, Lens,0.01,0.00,Bloquée,35,Pied gauche,,Tom Pouilly,Passe (sur action de jeu),Adrien Thomasson,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,66,Adrien Thomasson, Lens,0.14,0.13,Sauvée,17,Pied droit,,Adrien Thomasson,Tacle,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
