league,journey,season,date,hours,referee,stadium,team1,team2,minutes,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,link
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,9,Rayan Cherki, Lyon,0.07,0.24,Sauvée,22,Pied gauche,,Corentin Tolisso,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,14,Ado Onaiwu, Auxerre,0.01,0.14,Sauvée,25,Pied droit,,Kévin Danois,Passe (sur action de jeu),Ki-Jana Hoever,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,15,Kévin Danois, Auxerre,0.06,0.00,Bloquée,27,Pied droit,,Ki-Jana Hoever,Passe (sur action de jeu),Ado Onaiwu,Tir,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,15,Kévin Danois, Auxerre,0.08,0.00,Bloquée,15,Pied droit,Déviée,Gaëtan Perrin,Passe (sur action de jeu),Gideon Mensah,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,20,Duje Ćaleta-Car, Lyon,0.07,0.00,Bloquée,9,Tête,,Rayan Cherki,Passe (sur ballon arrêté),Nemanja Matić,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,25,Alexandre Lacazette, Lyon,0.41,0.21,Sauvée,16,Pied droit,,Rayan Cherki,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,25,Alexandre Lacazette, Lyon,0.48,0.00,Montants,9,Pied gauche,,Alexandre Lacazette,Tir,,,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,28,Lassine Sinayoko, Auxerre,0.07,0.00,Non cadrée,20,Pied gauche,,Gaëtan Perrin,Dribble,Ado Onaiwu,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,32,Alexandre Lacazette, Lyon,0.26,0.23,Sauvée,16,Pied droit,,Rayan Cherki,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,32,Gaëtan Perrin, Auxerre,0.05,0.00,Non cadrée,26,Pied droit,,Sinaly Diomande,Passe (sur action de jeu),Gaëtan Perrin,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,38,Georges Mikautadze, Lyon,0.02,0.00,Non cadrée,18,Pied droit,Reprise de volée,,,,,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,42,Gaëtan Perrin, Auxerre,0.02,0.00,Non cadrée,24,Pied droit,,Sinaly Diomande,Passe (sur action de jeu),Ki-Jana Hoever,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,50,Lassine Sinayoko, Auxerre,0.02,0.00,Bloquée,17,Pied droit,,Lassine Sinayoko,Dribble,Lassine Sinayoko,Dribble,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,54,Georges Mikautadze (pen), Lyon,0.79,0.91,But,13,Pied droit,,Georges Mikautadze,Faute subie,Corentin Tolisso,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,60,Jubal, Auxerre,0.01,0.00,Non cadrée,34,Pied droit,Reprise de volée,Gaëtan Perrin,Passe (sur action de jeu),Kévin Danois,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,62,Rayan Cherki, Lyon,0.06,0.85,But,13,Pied gauche,,Corentin Tolisso,Passe (sur action de jeu),Sael Kumbedi,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,64,Thiago Almada, Lyon,0.12,0.00,Bloquée,14,Pied droit,,Rayan Cherki,Passe (sur action de jeu),Georges Mikautadze,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,64,Thiago Almada, Lyon,0.03,0.00,Bloquée,24,Pied gauche,,Georges Mikautadze,Passe (sur action de jeu),Thiago Almada,Tir,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,71,Ki-Jana Hoever, Auxerre,0.02,0.00,Non cadrée,37,Pied droit,,Florian Ayé,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,75,Georges Mikautadze, Lyon,0.09,0.50,Sauvée,10,Pied droit,,Sael Kumbedi,Passe (sur action de jeu),Rayan Cherki,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,77,Lassine Sinayoko, Auxerre,0.08,0.35,But,12,Pied gauche,,Lassine Sinayoko,Dribble,Lassine Sinayoko,Dribble,https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,82,Theo Bair, Auxerre,0.03,0.00,Non cadrée,27,Pied gauche,Reprise de volée,Lassine Sinayoko,Passe (sur action de jeu),Paul Joly,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,84,Alexandre Lacazette, Lyon,0.44,0.98,But,4,Pied gauche,,Georges Mikautadze,Passe (sur action de jeu),Sael Kumbedi,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,90+3,Gaëtan Perrin, Auxerre,0.04,0.00,Bloquée,9,Pied droit,,Fredrik Oppegard,Passe (sur action de jeu),Lassine Sinayoko,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
