league,journey,season,date,hours,referee,stadium,team1,team2,action_minute,action_score,action_description,action_type,action_team,link
Ligue 1,Journée 26,2024/2025,14/03/2025,20:45,Abdelatif Kherradji,Allianz Riviera,Nice,Auxerre,83,1:0,Jeremie Boga pour Gaëtan Laborde,Substitute,Nice,
Ligue 1,Journée 26,2024/2025,14/03/2025,20:45,Abdelatif Kherradji,Allianz Riviera,Nice,Auxerre,84,1:0,Antoine Mendy pour Tom Louchet,Substitute,Nice,
Ligue 1,Journée 26,2024/2025,14/03/2025,20:45,Abdelatif Kherradji,Allianz Riviera,Nice,Auxerre,86,1:0,Han-Noah Massengo,Yellow Card,Auxerre,
Ligue 1,Journée 26,2024/2025,14/03/2025,20:45,Abdelatif Kherradji,Allianz Riviera,Nice,Auxerre,87,1:0,Melvin Bard,Red Card,Nice,
Ligue 1,Journée 26,2024/2025,14/03/2025,20:45,Abdelatif Kherradji,Allianz Riviera,Nice,Auxerre,90,1:0,Ali Abdi pour Evann Guessand,Substitute,Nice,
Ligue 1,Journée 26,2024/2025,14/03/2025,20:45,Abdelatif Kherradji,Allianz Riviera,Nice,Auxerre,94,1:1,Florian Ayé - Passe décisive : Ado Onaiwu,Goal,Auxerre,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,12,0:0,Pedro Chirivella,Yellow Card,Nantes,https://fbref.com/fr/matchs/e91d94ec/Nantes-Lille-15-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,54,0:0,Moses Simon,Yellow Card,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,57,0:0,Aïssa Mandi,Yellow Card,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,62,0:0,Chuba Akpom pour Osame Sahraoui,Substitute,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,66,0:0,Hákon Arnar Haraldsson,Yellow Card,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,67,0:0,Mitchel Bakker,Yellow Card,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,70,0:0,Mostafa Mohamed pour Sorba Thomas,Substitute,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,70,0:0,Francis Coquelin pour Louis Leroux,Substitute,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,73,0:0,Ismaily pour Gabriel Gudmundsson,Substitute,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,73,0:0,Matias Fernandez-Pardo pour Hákon Arnar Haraldsson,Substitute,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,74,0:0,Jean-Charles Castelletto,Red Card,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,77,0:0,Nicolas Pallois pour Pedro Chirivella,Substitute,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,83,1:0,Mostafa Mohamed - Passe décisive : Moses Simon,Goal,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,85,1:0,Rémy Cabella pour Mitchel Bakker,Substitute,Lille,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,92,1:0,Johann Lepenant pour Moses Simon,Substitute,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,17:00,Benoît Millot,Stade de la Beaujoire - Louis Fonteneau,Nantes,Lille,93,1:0,Sékou Doucoure pour Matthis Abline,Substitute,Nantes,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,43,0:0,Caio Henrique Oliveira Silva,Yellow Card,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,46,0:0,Breel Embolo pour Eliesse Ben Seghir,Substitute,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,46,0:0,Lamine Camara pour Almoatasem Al Musrati,Substitute,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,52,0:0,Himad Abdelli,Yellow Card,Angers,https://fbref.com/fr/matchs/ccd56c5d/Angers-Monaco-15-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,67,0:0,Farid El Melali pour Jim Allevinah,Substitute,Angers,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,68,0:0,Takumi Minamino,Yellow Card,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,68,0:0,Krépin Diatta pour Vanderson,Substitute,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,77,0:1,Mika Biereth - Passe décisive : Caio Henrique Oliveira Silva,Goal,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,82,0:1,Christian Mawissa pour Caio Henrique Oliveira Silva,Substitute,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,84,0:1,Pierrick Capelle pour Yassin Belkhdim,Substitute,Angers,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,84,0:1,Bamba Dieng pour Esteban Lepaul,Substitute,Angers,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,84,0:1,Marius Courcoul pour Carlens Arcus,Substitute,Angers,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,86,0:1,Ibrahima Niane pour Haris Belkebla,Substitute,Angers,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,88,0:2,Maghnes Akliouche (Pen),Goal score,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,19:00,Willy Delajod,Stade Raymond Kopa,Angers,Monaco,91,0:2,Mohammed Salisu pour Mika Biereth,Substitute,Monaco,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,21,0:0,Azor Matusiwa,Yellow Card,Rennes,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,46,0:0,M'Bala Nzola pour Jeremy Agbonifo,Substitute,Lens,https://fbref.com/fr/matchs/e042d34f/Lens-Rennes-15-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,47,1:0,Wesley Saïd - Passe décisive : Neil El Aynaoui,Goal,Lens,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,62,1:0,Ismaël Koné pour Jordan James,Substitute,Rennes,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,66,1:0,Adrien Thomasson pour Nampalys Mendy,Substitute,Lens,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,69,1:0,Neil El Aynaoui,Yellow Card,Lens,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,70,1:0,Kyogo Furuhashi pour Arnaud Kalimuendo,Substitute,Rennes,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,87,1:0,Andy Diouf pour Wesley Saïd,Substitute,Lens,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,88,1:0,Malang Sarr pour Jonathan Gradit,Substitute,Lens,
Ligue 1,Journée 26,2024/2025,15/03/2025,21:05,Stéphanie Frappart,Stade Bollaert-Delelis,Lens,Rennes,89,1:0,Kazeem Olaigbe pour Azor Matusiwa,Substitute,Rennes,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,22,1:0,Alexandre Lacazette (Pen),Goal score,Lyon,https://fbref.com/fr/matchs/4876084b/Lyon-Le-Havre-16-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,31,1:1,Abdoulaye Touré (Pen),Goal score,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,37,1:1,Nemanja Matić,Yellow Card,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,46,1:2,Tanner Tessmann pour Nemanja Matić,Substitute,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,46,1:2,Josué Casimir - Passe décisive : Issa Soumaré,Goal,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,55,1:2,Ernest Nuamah,Yellow Card,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,63,1:2,Mathieu Gorgelin,Yellow Card,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,66,1:2,Loïc Nego,Yellow Card,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,71,1:2,Rassoul Ndiaye pour Yassine Kechta,Substitute,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,71,1:2,Koka pour Issa Soumaré,Substitute,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,71,1:2,Malick Fofana pour Ernest Nuamah,Substitute,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,71,1:2,Antoine Joujou pour André Ayew,Substitute,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,77,1:2,Georges Mikautadze pour Rayan Cherki,Substitute,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,78,2:2,Malick Fofana - Passe décisive : Georges Mikautadze,Goal,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,82,3:2,Georges Mikautadze,Goal,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,84,3:2,Abdoulaye Touré,Yellow Card,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,86,3:2,Jordan Veretout pour Alexandre Lacazette,Substitute,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,92,3:2,Ilyes Housni pour Abdoulaye Touré,Substitute,Le Havre,
Ligue 1,Journée 26,2024/2025,16/03/2025,15:00,Bastien Dechepy,Groupama Stadium,Lyon,Le Havre,96,4:2,Thiago Almada - Passe décisive : Georges Mikautadze,Goal,Lyon,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,7,0:0,Zuriko Davitashvili,Yellow Card,Saint-Étienne,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,9,0:0,Maxime Bernauer,Yellow Card,Saint-Étienne,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,11,0:1,Lucas Stassin - Passe décisive : Irvin Cardona,Goal,Saint-Étienne,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,16,0:1,Téji Savanier,Yellow Card,Montpellier,https://fbref.com/fr/matchs/15ee650c/Montpellier-Saint-Etienne-16-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,45,0:1,Maxime Bernauer,Second Yellow Card,Saint-Étienne,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,46,0:1,Wahbi Khazri pour Rabby Nzingoula,Substitute,Montpellier,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,46,0:1,Issiaga Sylla pour Théo Sainte-Luce,Substitute,Montpellier,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,46,0:1,Yunis Abdelhamid pour Benjamin Bouchouari,Substitute,Saint-Étienne,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,François Letexier,Stade de la Mosson-Mondial 98,Montpellier,Saint-Étienne,53,0:2,Lucas Stassin - Passe décisive : Zuriko Davitashvili,Goal,Saint-Étienne,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,3,0:0,Keito Nakamura,Yellow Card,Reims,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,19,0:0,Valentin Atangana Edoa,Yellow Card,Reims,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,61,0:0,Kamory Doumbia pour Hugo Magnetti,Substitute,Brest,https://fbref.com/fr/matchs/28e7c1e6/Brest-Reims-16-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,64,0:0,Junya Ito pour Mamadou Diakhon,Substitute,Reims,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,69,0:0,John Joe pour Amadou Koné,Substitute,Reims,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,70,0:0,Oumar Diakité pour Hafiz Ibrahim,Substitute,Reims,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,76,0:0,Kamory Doumbia,Yellow Card,Brest,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,77,0:0,Hamidou Makalou pour Romain Faivre,Substitute,Brest,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,77,0:0,Edimilson Fernandes pour Mahdi Camara,Substitute,Brest,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,85,0:0,Hiroki Sekine,Yellow Card,Reims,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,88,0:0,Sérigné Diop pour Mathias Pereira Lage,Substitute,Brest,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Jérôme Brisard,Stade Francis-Le Blé,Brest,Reims,91,0:0,Massadio Haïdara,Red Card,Brest,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,3,0:1,Frank Magri,Goal,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,24,0:1,Frank Magri,Yellow Card,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,28,0:1,Cristian Cásseres Jr.,Yellow Card,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,47,1:1,Félix Lemaréchal - Passe décisive : Diego Moreira,Goal,Strasbourg,https://fbref.com/fr/matchs/30de0ad9/Strasbourg-Toulouse-16-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,54,2:1,Andrey Santos - Passe décisive : Félix Lemaréchal,Goal,Strasbourg,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,66,2:1,Rafik Messali pour Yann Gboho,Substitute,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,76,2:1,Joshua King pour Djibril Sidibé,Substitute,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,77,2:1,Noah Edjouma pour Shavy Babicka,Substitute,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,79,2:1,Eduard Sobol pour Samuel Amo-Ameyaw,Substitute,Strasbourg,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,83,2:1,Thomas Delaine pour Félix Lemaréchal,Substitute,Strasbourg,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,85,2:1,Miha Zajc pour Cristian Cásseres Jr.,Substitute,Toulouse,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,87,2:1,Pape Daouda Diongue pour Sebastian Nanasi,Substitute,Strasbourg,
Ligue 1,Journée 26,2024/2025,16/03/2025,17:15,Florent Batta,Stade de la Meinau,Strasbourg,Toulouse,88,2:1,Sekou Mara pour Emanuel Emegha,Substitute,Strasbourg,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,17,1:0,Ousmane Dembélé - Passe décisive : Fabián Ruiz Peña,Goal,Paris Saint-Germain,https://fbref.com/fr/matchs/ff08b7d1/Paris-Saint-Germain-Marseille-16-Mars-2025-Ligue-1
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,26,1:0,Nuno Mendes,Yellow Card,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,42,2:0,Nuno Mendes - Passe décisive : Fabián Ruiz Peña,Goal,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,51,2:1,Amine Gouiri - Passe décisive : Adrien Rabiot,Goal,Marseille,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,63,2:1,Pol Lirola pour Luiz Felipe,Substitute,Marseille,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,63,2:1,Quentin Merlin pour Amar Dedić,Substitute,Marseille,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,63,2:1,Mason Greenwood pour Bilal Nadir,Substitute,Marseille,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,64,2:1,Bradley Barcola pour Warren Zaïre-Emery,Substitute,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,72,2:1,João Neves pour Désiré Doué,Substitute,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,76,3:1,Pol LirolaBut contre son camp,Substitute,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,80,3:1,Lee Kang-in pour Ousmane Dembélé,Substitute,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,80,3:1,Lucas Hernández pour Khvicha Kvaratskhelia,Substitute,Paris Saint-Germain,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,84,3:1,Neal Maupay pour Valentin Rongier,Substitute,Marseille,
Ligue 1,Journée 26,2024/2025,16/03/2025,20:45,Clément Turpin,Parc des Princes,Paris Saint-Germain,Marseille,89,3:1,Darryl Bakola pour Geoffrey Kondogbia,Substitute,Marseille,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,55,1:0,Andrey Santos - Passe décisive : Dilane Bakwa,Goal,Strasbourg,https://fbref.com/fr/matchs/e4da6424/Strasbourg-Lyon-28-Mars-2025-Ligue-1
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,60,2:0,Dilane Bakwa - Passe décisive : Guela Doué,Goal,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,62,2:1,Corentin Tolisso,Goal,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,66,2:1,Andrey Santos,Yellow Card,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,70,2:1,Thiago Almada pour Jordan Veretout,Substitute,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,70,2:1,Samuel Amo-Ameyaw pour Sebastian Nanasi,Substitute,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,73,3:1,Emanuel Emegha - Passe décisive : Valentín Barco,Goal,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,78,3:1,Alexandre Lacazette pour Ernest Nuamah,Substitute,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,82,3:1,Emanuel Emegha,Yellow Card,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,82,3:1,Rayan Cherki,Yellow Card,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,83,3:1,Tanner Tessmann,Yellow Card,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,85,3:1,Nemanja Matić pour Tanner Tessmann,Substitute,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,85,3:1,Nicolás Tagliafico pour Abner,Substitute,Lyon,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,89,4:1,Samuel Amo-Ameyaw,Goal,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,90,4:1,Thomas Delaine pour Dilane Bakwa,Substitute,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,94,4:1,Abakar Sylla pour Valentín Barco,Substitute,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,94,4:1,Sekou Mara pour Emanuel Emegha,Substitute,Strasbourg,
Ligue 1,Journée 27,2024/2025,28/03/2025,20:45,Romain Lissorgue,Stade de la Meinau,Strasbourg,Lyon,96,4:2,Georges Mikautadze (Pen),Goal score,Lyon,
Ligue 1,Journée 27,2024/2025,29/03/2025,17:00,Willy Delajod,Stade Auguste-Delaune,Reims,Marseille,29,1:0,Keito Nakamura - Passe décisive : Mamadou Diakhon,Goal,Reims,https://fbref.com/fr/matchs/e3656ea1/Reims-Marseille-29-Mars-2025-Ligue-1
Ligue 1,Journée 27,2024/2025,29/03/2025,17:00,Willy Delajod,Stade Auguste-Delaune,Reims,Marseille,34,1:0,Neal Maupay pour Leonardo Balerdi,Substitute,Marseille,
Ligue 1,Journée 27,2024/2025,29/03/2025,17:00,Willy Delajod,Stade Auguste-Delaune,Reims,Marseille,46,1:0,Ismaël Bennacer pour Pol Lirola,Substitute,Marseille,
Ligue 1,Journée 27,2024/2025,29/03/2025,17:00,Willy Delajod,Stade Auguste-Delaune,Reims,Marseille,46,1:0,Amar Dedić pour Quentin Merlin,Substitute,Marseille,
